COLDETKEY,ST_VEH_TYPE_DESC
371680,Passenger Vehicle
371680,Passenger Vehicle
385940,Passenger Vehicle
385940,Passenger Vehicle
309680,Passenger Vehicle
375720,Passenger Vehicle
375720,Truck/SUV
329800,Passenger Vehicle
329800,Truck/SUV
322000,Passenger Vehicle
322000,Passenger Vehicle
363780,Passenger Vehicle
328700,Truck/SUV
357860,Passenger Vehicle
357860,Passenger Vehicle
320300,Commercial Trucks
320300,Commercial Trucks
377320,Passenger Vehicle
307180,Truck/SUV
307180,Two-Wheeled
373680,Passenger Vehicle
373680,Truck/SUV
373680,Passenger Vehicle
373680,Truck/SUV
333100,Truck/SUV
333100,Passenger Vehicle
328800,Passenger Vehicle
337700,Passenger Vehicle
337700,Truck/SUV
344200,Truck/SUV
314040,Commercial Trucks
361080,Passenger Vehicle
345700,Truck/SUV
374400,Passenger Vehicle
374400,Passenger Vehicle
268480,Passenger Vehicle
268480,Truck/SUV
316380,Passenger Vehicle
316380,Truck/SUV
246400,Passenger Vehicle
246400,Truck/SUV
267680,Truck/SUV
267680,Passenger Vehicle
305440,Passenger Vehicle
305440,Passenger Vehicle
368680,Truck/SUV
368680,Truck/SUV
334800,Truck/SUV
334800,Passenger Vehicle
251700,Passenger Vehicle
251700,Truck/SUV
251700,Truck/SUV
325500,Passenger Vehicle
325500,Passenger Vehicle
322200,Passenger Vehicle
322200,Truck/SUV
321800,Passenger Vehicle
321800,Truck/SUV
321800,Passenger Vehicle
321800,Truck/SUV
387440,Passenger Vehicle
271000,Truck/SUV
271000,Truck/SUV
322300,Truck/SUV
322300,Truck/SUV
322300,Truck/SUV
358960,Not Stated
358960,Truck/SUV
301100,Passenger Vehicle
301100,Passenger Vehicle
365180,Truck/SUV
365180,Passenger Vehicle
265480,Passenger Vehicle
265480,Not Stated
246880,Truck/SUV
246880,Truck/SUV
350280,Passenger Vehicle
350280,Not Stated
248580,Truck/SUV
248580,Truck/SUV
367280,Passenger Vehicle
367580,Passenger Vehicle
367580,Passenger Vehicle
270900,Truck/SUV
270900,Not Stated
324200,Passenger Vehicle
324200,Passenger Vehicle
389640,Passenger Vehicle
266099,Truck/SUV
336400,Not Stated
295160,Railway Vehicle
295160,Passenger Vehicle
353260,Not Stated
353260,Commercial Trucks
323500,Truck/SUV
323500,Not Stated
313378,Passenger Vehicle
321200,Truck/SUV
321200,Passenger Vehicle
321200,Passenger Vehicle
269080,Passenger Vehicle
269080,Truck/SUV
341200,Passenger Vehicle
341200,Passenger Vehicle
341200,Passenger Vehicle
290660,Truck/SUV
290660,Passenger Vehicle
363680,Truck/SUV
341000,Passenger Vehicle
341000,Truck/SUV
341000,Truck/SUV
324000,Truck/SUV
324000,Commercial Trucks
249900,Passenger Vehicle
249900,Passenger Vehicle
388840,Truck/SUV
388840,Truck/SUV
351860,Truck/SUV
351860,Passenger Vehicle
270000,Truck/SUV
270000,Truck/SUV
321400,Not Stated
321400,Truck/SUV
311820,Passenger Vehicle
386040,Truck/SUV
279500,Truck/SUV
279500,Passenger Vehicle
358760,Passenger Vehicle
258660,Truck/SUV
300280,Passenger Vehicle
300280,Passenger Vehicle
310580,Truck/SUV
310580,Passenger Vehicle
387640,Truck/SUV
387640,Truck/SUV
320500,Passenger Vehicle
320500,Passenger Vehicle
362180,Truck/SUV
362180,Truck/SUV
358560,Not Stated
358560,Truck/SUV
341900,Passenger Vehicle
341900,Passenger Vehicle
258560,Truck/SUV
258560,Passenger Vehicle
379820,Truck/SUV
379820,Passenger Vehicle
324800,Passenger Vehicle
324800,Truck/SUV
332100,Truck/SUV
332100,Passenger Vehicle
304559,Passenger Vehicle
304559,Truck/SUV
304559,Passenger Vehicle
304559,Commercial Trucks
355860,Passenger Vehicle
355860,Passenger Vehicle
355860,Passenger Vehicle
355860,Passenger Vehicle
375000,Truck/SUV
375000,Truck/SUV
375000,Passenger Vehicle
375000,Truck/SUV
364580,Truck/SUV
364580,Truck/SUV
364580,Passenger Vehicle
301920,Passenger Vehicle
301920,Passenger Vehicle
250300,Passenger Vehicle
250300,Truck/SUV
346900,Truck/SUV
346900,Truck/SUV
185980,Truck/SUV
235300,Passenger Vehicle
232600,Passenger Vehicle
276940,Passenger Vehicle
276940,Passenger Vehicle
276940,Passenger Vehicle
205760,Passenger Vehicle
205760,Truck/SUV
195577,Truck/SUV
195577,Not Stated
330700,Passenger Vehicle
330700,Two-Wheeled
215260,Truck/SUV
215260,Passenger Vehicle
222580,Passenger Vehicle
222580,Not Stated
331100,Truck/SUV
331100,Truck/SUV
223780,Truck/SUV
254440,Passenger Vehicle
254440,Passenger Vehicle
342700,Truck/SUV
188780,Passenger Vehicle
188780,Not Stated
342700,Truck/SUV
377320,Truck/SUV
302120,Passenger Vehicle
325600,Truck/SUV
326900,Truck/SUV
325600,Passenger Vehicle
326900,Truck/SUV
309980,Passenger Vehicle
309980,Truck/SUV
309980,Passenger Vehicle
201840,Truck/SUV
339000,Truck/SUV
201840,Passenger Vehicle
339000,Truck/SUV
367380,Truck/SUV
367380,Passenger Vehicle
192280,Passenger Vehicle
192280,Passenger Vehicle
367480,Commercial Trucks
287260,Passenger Vehicle
367480,Passenger Vehicle
287260,Passenger Vehicle
291180,Railway Vehicle
291180,Truck/SUV
374300,Passenger Vehicle
374300,Truck/SUV
374300,Passenger Vehicle
360880,Truck/SUV
257140,Passenger Vehicle
257140,Two-Wheeled
360880,Truck/SUV
334900,Passenger Vehicle
334900,Passenger Vehicle
345300,Passenger Vehicle
345300,Truck/SUV
350680,Not Stated
377420,Truck/SUV
350680,Passenger Vehicle
377420,Truck/SUV
312960,Buses
330300,Buses
244440,Truck/SUV
330300,Passenger Vehicle
371780,Passenger Vehicle
320200,Commercial Trucks
320200,Passenger Vehicle
319500,Passenger Vehicle
319500,Passenger Vehicle
340800,Commercial Trucks
340800,Passenger Vehicle
198640,Truck/SUV
359560,Truck/SUV
198640,Not Stated
264080,Commercial Trucks
337100,Truck/SUV
264080,Passenger Vehicle
339500,Truck/SUV
323600,Passenger Vehicle
339500,Truck/SUV
323600,Passenger Vehicle
348100,Truck/SUV
362980,Truck/SUV
218080,Not Stated
348100,Passenger Vehicle
362980,Passenger Vehicle
218080,Passenger Vehicle
367080,Truck/SUV
378620,Truck/SUV
367080,Truck/SUV
283360,Truck/SUV
378620,Truck/SUV
209720,Passenger Vehicle
209720,Not Stated
354160,Truck/SUV
354160,Truck/SUV
338300,Passenger Vehicle
230280,Passenger Vehicle
381720,Truck/SUV
381720,Truck/SUV
312120,Passenger Vehicle
355360,Truck/SUV
312120,Passenger Vehicle
220380,Truck/SUV
220380,Passenger Vehicle
234900,Passenger Vehicle
351560,Passenger Vehicle
234900,Truck/SUV
351560,Truck/SUV
247280,Not Stated
247280,Passenger Vehicle
231100,Passenger Vehicle
231100,Passenger Vehicle
247380,Buses
247380,Passenger Vehicle
212980,Passenger Vehicle
212980,Passenger Vehicle
319000,Passenger Vehicle
319000,Truck/SUV
354460,Passenger Vehicle
354460,Truck/SUV
354460,Passenger Vehicle
333400,Truck/SUV
333400,Passenger Vehicle
293240,Other
293240,Truck/SUV
201440,Passenger Vehicle
307780,Truck/SUV
201440,Passenger Vehicle
310280,Truck/SUV
310280,Passenger Vehicle
243800,Passenger Vehicle
243800,Commercial Trucks
348300,Passenger Vehicle
348300,Truck/SUV
248680,Passenger Vehicle
248680,Passenger Vehicle
235940,Truck/SUV
364080,Passenger Vehicle
235940,Passenger Vehicle
375300,Passenger Vehicle
364080,Passenger Vehicle
316980,Passenger Vehicle
364080,Passenger Vehicle
375820,Passenger Vehicle
306680,Passenger Vehicle
375820,Passenger Vehicle
306680,Truck/SUV
316980,Truck/SUV
346400,Passenger Vehicle
234500,Truck/SUV
346400,Truck/SUV
234500,Passenger Vehicle
351960,Passenger Vehicle
187880,Truck/SUV
187880,Truck/SUV
351960,Passenger Vehicle
336800,Truck/SUV
336800,Passenger Vehicle
348400,Truck/SUV
348400,Passenger Vehicle
354560,Passenger Vehicle
337400,Not Stated
337400,Passenger Vehicle
214060,Truck/SUV
322400,Passenger Vehicle
322400,Passenger Vehicle
214060,Passenger Vehicle
358260,Truck/SUV
358260,Passenger Vehicle
366180,Passenger Vehicle
239040,Truck/SUV
366180,Passenger Vehicle
239040,Passenger Vehicle
360480,Truck/SUV
201040,Truck/SUV
360480,Passenger Vehicle
201040,Passenger Vehicle
272840,Passenger Vehicle
272840,Passenger Vehicle
374900,Truck/SUV
374900,Truck/SUV
318900,Passenger Vehicle
374900,Truck/SUV
376720,Truck/SUV
376720,Truck/SUV
344000,Buses
266200,Passenger Vehicle
264480,Passenger Vehicle
266200,Truck/SUV
204940,Truck/SUV
388540,Passenger Vehicle
184180,Truck/SUV
184180,Passenger Vehicle
372880,Passenger Vehicle
300800,Passenger Vehicle
225820,Truck/SUV
225820,Not Stated
335400,Passenger Vehicle
335400,Truck/SUV
327900,Passenger Vehicle
356660,Passenger Vehicle
327900,Truck/SUV
327500,Passenger Vehicle
205240,Passenger Vehicle
327500,Two-Wheeled
205240,Truck/SUV
283160,Passenger Vehicle
265080,Passenger Vehicle
231700,Truck/SUV
283160,Not Stated
231700,Passenger Vehicle
349500,Truck/SUV
231700,Truck/SUV
349500,Passenger Vehicle
231700,Truck/SUV
349500,Passenger Vehicle
221380,Passenger Vehicle
251900,Two-Wheeled
349500,Truck/SUV
277760,Passenger Vehicle
251900,Passenger Vehicle
374100,Passenger Vehicle
353860,Passenger Vehicle
353860,Truck/SUV
378820,Truck/SUV
213480,Passenger Vehicle
378820,Passenger Vehicle
213480,Not Stated
219200,Truck/SUV
332300,Passenger Vehicle
219200,Passenger Vehicle
332300,Passenger Vehicle
332300,Passenger Vehicle
332300,Passenger Vehicle
299760,Passenger Vehicle
299760,Passenger Vehicle
387040,Truck/SUV
387040,Railway Vehicle
289260,Passenger Vehicle
289260,Passenger Vehicle
361980,Truck/SUV
361980,Passenger Vehicle
271940,Truck/SUV
229560,Truck/SUV
271940,Passenger Vehicle
229560,Passenger Vehicle
321000,Truck/SUV
321000,Two-Wheeled
209020,Buses
209020,Passenger Vehicle
249800,Truck/SUV
209020,Passenger Vehicle
249800,Passenger Vehicle
245080,Truck/SUV
245080,Passenger Vehicle
362680,Truck/SUV
333000,Passenger Vehicle
362680,Truck/SUV
333000,Passenger Vehicle
355160,Truck/SUV
209220,Passenger Vehicle
328000,Not Stated
209220,Passenger Vehicle
375400,Passenger Vehicle
328000,Passenger Vehicle
375400,Passenger Vehicle
349700,Passenger Vehicle
349700,Truck/SUV
335000,Truck/SUV
322500,Commercial Trucks
335000,Commercial Trucks
322500,Commercial Trucks
325800,Truck/SUV
332000,Truck/SUV
362380,Passenger Vehicle
332000,Truck/SUV
325800,Truck/SUV
332000,Truck/SUV
362380,Passenger Vehicle
387540,Truck/SUV
351760,Passenger Vehicle
273440,Truck/SUV
387540,Passenger Vehicle
250500,Truck/SUV
273440,Passenger Vehicle
250500,Passenger Vehicle
273440,Passenger Vehicle
269700,Commercial Trucks
388340,Passenger Vehicle
388340,Truck/SUV
373080,Not Stated
293040,Truck/SUV
316200,Passenger Vehicle
373080,Passenger Vehicle
293040,Passenger Vehicle
350980,Passenger Vehicle
350980,Passenger Vehicle
343600,Passenger Vehicle
343600,Not Stated
343600,Passenger Vehicle
369880,Truck/SUV
344700,Passenger Vehicle
302821,Truck/SUV
384920,Truck/SUV
349100,Commercial Trucks
350580,Commercial Trucks
384920,Passenger Vehicle
349100,Passenger Vehicle
350580,Truck/SUV
289960,Passenger Vehicle
289960,Passenger Vehicle
282660,Passenger Vehicle
282660,Passenger Vehicle
333800,Commercial Trucks
288380,Passenger Vehicle
333800,Truck/SUV
288380,Truck/SUV
245700,Passenger Vehicle
283560,Truck/SUV
245700,Truck/SUV
283560,Passenger Vehicle
351660,Not Stated
303420,Passenger Vehicle
283560,Truck/SUV
303420,Passenger Vehicle
298020,Truck/SUV
298020,Passenger Vehicle
351660,Truck/SUV
249700,Truck/SUV
349000,Truck/SUV
349000,Truck/SUV
323800,Passenger Vehicle
323800,Passenger Vehicle
310780,Passenger Vehicle
310780,Passenger Vehicle
377520,Passenger Vehicle
251100,Truck/SUV
251100,Passenger Vehicle
380620,Truck/SUV
380620,Commercial Trucks
373880,Passenger Vehicle
373880,Truck/SUV
372380,Truck/SUV
383220,Truck/SUV
372380,Buses
256240,Passenger Vehicle
372380,Passenger Vehicle
256240,Passenger Vehicle
348600,Truck/SUV
244020,Passenger Vehicle
348600,Truck/SUV
244020,Passenger Vehicle
348600,Truck/SUV
291480,Passenger Vehicle
304860,Passenger Vehicle
347300,Truck/SUV
347300,Truck/SUV
337000,Passenger Vehicle
337000,Passenger Vehicle
304860,Truck/SUV
304860,Truck/SUV
319800,Truck/SUV
346600,Passenger Vehicle
319800,Two-Wheeled
325100,Passenger Vehicle
325100,Truck/SUV
313060,Passenger Vehicle
313060,Passenger Vehicle
313060,Not Stated
346600,Passenger Vehicle
343500,Passenger Vehicle
343500,Truck/SUV
245380,Truck/SUV
245380,Passenger Vehicle
348200,Truck/SUV
348200,Passenger Vehicle
245380,Truck/SUV
345900,Truck/SUV
389440,Passenger Vehicle
247080,Truck/SUV
389440,Truck/SUV
310680,Truck/SUV
303020,Passenger Vehicle
310680,Passenger Vehicle
303020,Passenger Vehicle
297320,Truck/SUV
297320,Not Stated
314440,Passenger Vehicle
308280,Passenger Vehicle
314440,Passenger Vehicle
308280,Truck/SUV
375620,Truck/SUV
375620,Two-Wheeled
376620,Truck/SUV
376620,Truck/SUV
384320,Passenger Vehicle
341700,Not Stated
384320,Truck/SUV
341700,Truck/SUV
370880,Truck/SUV
354360,Passenger Vehicle
370880,Passenger Vehicle
354360,Truck/SUV
329100,Commercial Trucks
329100,Truck/SUV
316480,Truck/SUV
316480,Passenger Vehicle
361180,Truck/SUV
348000,Truck/SUV
348000,Passenger Vehicle
336000,Truck/SUV
290760,Passenger Vehicle
290760,Passenger Vehicle
390140,Passenger Vehicle
278900,Commercial Trucks
390140,Passenger Vehicle
278900,Passenger Vehicle
373280,Not Stated
373280,Truck/SUV
354960,Passenger Vehicle
321700,Commercial Trucks
354960,Passenger Vehicle
321700,Not Stated
348800,Truck/SUV
348800,Truck/SUV
324100,Passenger Vehicle
324100,Passenger Vehicle
253000,Passenger Vehicle
347900,Passenger Vehicle
347900,Passenger Vehicle
253000,Passenger Vehicle
349200,Commercial Trucks
349200,Truck/SUV
259460,Truck/SUV
259460,Passenger Vehicle
327600,Passenger Vehicle
327600,Passenger Vehicle
328900,Passenger Vehicle
328900,Passenger Vehicle
249080,Passenger Vehicle
328900,Passenger Vehicle
249080,Passenger Vehicle
257940,Truck/SUV
257940,Passenger Vehicle
373580,Passenger Vehicle
373580,Passenger Vehicle
379920,Passenger Vehicle
337900,Passenger Vehicle
337900,Other
288760,Passenger Vehicle
288760,Truck/SUV
16416,Truck/SUV
361780,Passenger Vehicle
16416,Truck/SUV
361780,Truck/SUV
248280,Passenger Vehicle
246100,Passenger Vehicle
246100,Passenger Vehicle
251200,Passenger Vehicle
316680,Passenger Vehicle
316680,Not Stated
251200,Passenger Vehicle
288080,Passenger Vehicle
288080,Passenger Vehicle
377220,Other
377220,Passenger Vehicle
360280,Not Stated
245500,Truck/SUV
360280,Passenger Vehicle
245500,Passenger Vehicle
245500,Passenger Vehicle
310380,Passenger Vehicle
310380,Passenger Vehicle
384120,Truck/SUV
384120,Passenger Vehicle
384120,Passenger Vehicle
363480,Passenger Vehicle
363480,Truck/SUV
291280,Commercial Trucks
291280,Passenger Vehicle
291280,Truck/SUV
352860,Truck/SUV
352860,Truck/SUV
353560,Truck/SUV
353560,Other
300080,Passenger Vehicle
300080,Passenger Vehicle
321300,Truck/SUV
321300,Passenger Vehicle
389340,Truck/SUV
389340,Truck/SUV
282360,Passenger Vehicle
282360,Truck/SUV
304760,Passenger Vehicle
334300,Truck/SUV
345500,Commercial Trucks
365380,Passenger Vehicle
345500,Truck/SUV
365380,Passenger Vehicle
338700,Truck/SUV
338700,Truck/SUV
250900,Passenger Vehicle
250900,Truck/SUV
250900,Truck/SUV
250900,Truck/SUV
347500,Passenger Vehicle
347500,Truck/SUV
357460,Passenger Vehicle
357460,Passenger Vehicle
303520,Truck/SUV
373480,Truck/SUV
373480,Passenger Vehicle
373480,Passenger Vehicle
350780,Not Stated
293340,Passenger Vehicle
293340,Truck/SUV
305760,Truck/SUV
305760,Truck/SUV
357760,Truck/SUV
320600,Passenger Vehicle
320600,Passenger Vehicle
320600,Truck/SUV
287460,Passenger Vehicle
287460,Passenger Vehicle
347700,Not Stated
384420,Truck/SUV
384420,Passenger Vehicle
325700,Passenger Vehicle
325700,Passenger Vehicle
364280,Passenger Vehicle
364280,Truck/SUV
360180,Passenger Vehicle
360180,Truck/SUV
301500,Truck/SUV
301500,Truck/SUV
378220,Not Stated
378220,Truck/SUV
248080,Passenger Vehicle
248080,Passenger Vehicle
376420,Passenger Vehicle
246300,Commercial Trucks
246300,Commercial Trucks
352060,Passenger Vehicle
247600,Truck/SUV
247600,Passenger Vehicle
333700,Passenger Vehicle
333700,Truck/SUV
353660,Truck/SUV
350080,Passenger Vehicle
350080,Passenger Vehicle
306580,Truck/SUV
306580,Truck/SUV
306580,Truck/SUV
306580,Passenger Vehicle
306580,Passenger Vehicle
302020,Truck/SUV
318700,Truck/SUV
318700,Passenger Vehicle
303940,Railway Vehicle
303940,Passenger Vehicle
249180,Truck/SUV
249180,Passenger Vehicle
368780,Passenger Vehicle
368780,Truck/SUV
320900,Passenger Vehicle
320900,Passenger Vehicle
320900,Not Stated
262240,Truck/SUV
329700,Passenger Vehicle
329700,Truck/SUV
352160,Passenger Vehicle
352160,Passenger Vehicle
336300,Truck/SUV
336300,Passenger Vehicle
320400,Passenger Vehicle
320400,Passenger Vehicle
244760,Passenger Vehicle
244760,Passenger Vehicle
319700,Truck/SUV
319700,Passenger Vehicle
314240,Truck/SUV
314240,Buses
251600,Passenger Vehicle
251600,Passenger Vehicle
279300,Passenger Vehicle
279300,Passenger Vehicle
377120,Passenger Vehicle
377120,Passenger Vehicle
331900,Passenger Vehicle
301700,Two-Wheeled
301700,Passenger Vehicle
246000,Passenger Vehicle
246000,Truck/SUV
246000,Passenger Vehicle
332400,Truck/SUV
332400,Truck/SUV
386540,Truck/SUV
386540,Passenger Vehicle
386540,Truck/SUV
375200,Truck/SUV
245280,Passenger Vehicle
245280,Truck/SUV
269480,Truck/SUV
269480,Buses
297620,Passenger Vehicle
297620,Passenger Vehicle
335200,Not Stated
335200,Truck/SUV
356860,Passenger Vehicle
356860,Passenger Vehicle
364380,Passenger Vehicle
388440,Passenger Vehicle
388440,Passenger Vehicle
388440,Truck/SUV
361680,Passenger Vehicle
361680,Passenger Vehicle
361680,Truck/SUV
328100,Passenger Vehicle
328100,Passenger Vehicle
332200,Passenger Vehicle
332200,Passenger Vehicle
355560,Truck/SUV
336100,Passenger Vehicle
336100,Passenger Vehicle
326400,Truck/SUV
326400,Truck/SUV
326400,Truck/SUV
326400,Passenger Vehicle
263060,Not Stated
260440,Truck/SUV
260440,Passenger Vehicle
354260,Passenger Vehicle
354260,Truck/SUV
340300,Truck/SUV
340300,Passenger Vehicle
339100,Passenger Vehicle
339100,Truck/SUV
350480,Passenger Vehicle
350480,Passenger Vehicle
383720,Truck/SUV
383720,Truck/SUV
383720,Truck/SUV
370480,Not Stated
370480,Passenger Vehicle
250400,Truck/SUV
250400,Passenger Vehicle
374800,Passenger Vehicle
374800,Commercial Trucks
363580,Truck/SUV
363580,Truck/SUV
345800,Passenger Vehicle
345800,Truck/SUV
328600,Truck/SUV
359160,Passenger Vehicle
352460,Passenger Vehicle
307880,Commercial Trucks
307880,Passenger Vehicle
248180,Passenger Vehicle
248180,Truck/SUV
345000,Passenger Vehicle
345000,Passenger Vehicle
327800,Passenger Vehicle
327800,Passenger Vehicle
337500,Truck/SUV
337500,Truck/SUV
359260,Commercial Trucks
359260,Truck/SUV
279400,Not Stated
366380,Truck/SUV
366380,Passenger Vehicle
361280,Not Stated
361280,Truck/SUV
338900,Truck/SUV
338900,Truck/SUV
340400,Passenger Vehicle
301800,Passenger Vehicle
340400,Buses
301800,Passenger Vehicle
339900,Truck/SUV
339900,Truck/SUV
386440,Passenger Vehicle
386440,Passenger Vehicle
322800,Other
344900,Truck/SUV
322800,Truck/SUV
246780,Passenger Vehicle
261000,Truck/SUV
246780,Passenger Vehicle
261000,Passenger Vehicle
246780,Truck/SUV
307280,Truck/SUV
307280,Passenger Vehicle
337200,Passenger Vehicle
348700,Not Stated
364180,Passenger Vehicle
388640,Passenger Vehicle
364180,Truck/SUV
388640,Truck/SUV
362280,Passenger Vehicle
362280,Passenger Vehicle
324300,Truck/SUV
324300,Truck/SUV
345400,Truck/SUV
345400,Truck/SUV
322100,Passenger Vehicle
322100,Not Stated
260900,Truck/SUV
307080,Truck/SUV
307080,Not Stated
260900,Truck/SUV
303840,Two-Wheeled
303840,Passenger Vehicle
350380,Passenger Vehicle
364980,Passenger Vehicle
350380,Passenger Vehicle
307680,Passenger Vehicle
307680,Truck/SUV
346200,Passenger Vehicle
345600,Truck/SUV
345600,Passenger Vehicle
345600,Passenger Vehicle
269600,Truck/SUV
269600,Truck/SUV
362580,Truck/SUV
362580,Passenger Vehicle
320800,Passenger Vehicle
320800,Passenger Vehicle
329500,Not Stated
249600,Passenger Vehicle
329500,Passenger Vehicle
249600,Passenger Vehicle
319600,Truck/SUV
319600,Not Stated
326600,Truck/SUV
326600,Truck/SUV
352660,Passenger Vehicle
352660,Passenger Vehicle
303220,Passenger Vehicle
374700,Passenger Vehicle
374700,Passenger Vehicle
351180,Passenger Vehicle
300180,Truck/SUV
303320,Passenger Vehicle
310480,Passenger Vehicle
303320,Truck/SUV
310480,Truck/SUV
369680,Passenger Vehicle
274040,Truck/SUV
274040,Truck/SUV
305540,Truck/SUV
305540,Passenger Vehicle
388140,Passenger Vehicle
388140,Truck/SUV
388140,Truck/SUV
332700,Passenger Vehicle
375920,Truck/SUV
375920,Truck/SUV
375920,Truck/SUV
359760,Truck/SUV
359760,Truck/SUV
309880,Passenger Vehicle
309880,Passenger Vehicle
264880,Buses
390040,Passenger Vehicle
264880,Passenger Vehicle
390040,Passenger Vehicle
355460,Truck/SUV
355460,Passenger Vehicle
355460,Truck/SUV
306880,Truck/SUV
331400,Passenger Vehicle
306880,Passenger Vehicle
331400,Commercial Trucks
363380,Truck/SUV
319100,Passenger Vehicle
357360,Truck/SUV
357360,Passenger Vehicle
365580,Truck/SUV
260780,Passenger Vehicle
365580,Truck/SUV
260780,Passenger Vehicle
253300,Passenger Vehicle
314140,Truck/SUV
253300,Passenger Vehicle
356460,Passenger Vehicle
314140,Passenger Vehicle
356460,Truck/SUV
