COLDETKEY,ST_VEH_TYPE_DESC
293497,Passenger Vehicle
291508,Passenger Vehicle
293499,Passenger Vehicle
293497,Truck/SUV
291508,Passenger Vehicle
300120,Passenger Vehicle
290224,Commercial Trucks
293499,Truck/SUV
302991,Passenger Vehicle
290224,Passenger Vehicle
290502,Passenger Vehicle
302991,Passenger Vehicle
293378,Buses
290502,Passenger Vehicle
293378,Commercial Trucks
303525,Passenger Vehicle
301543,Passenger Vehicle
303525,Passenger Vehicle
296543,Passenger Vehicle
301543,Passenger Vehicle
304057,Truck/SUV
296543,Passenger Vehicle
304057,Passenger Vehicle
292006,Commercial Trucks
294857,Truck/SUV
296337,Commercial Trucks
294857,Truck/SUV
301219,Passenger Vehicle
290640,Truck/SUV
290640,Truck/SUV
290640,Passenger Vehicle
290640,Passenger Vehicle
290640,Truck/SUV
301063,Truck/SUV
301063,Passenger Vehicle
301390,Truck/SUV
295514,Passenger Vehicle
295514,Truck/SUV
295178,Passenger Vehicle
295178,Passenger Vehicle
296337,Passenger Vehicle
294160,Passenger Vehicle
294160,Passenger Vehicle
299283,Truck/SUV
290973,Truck/SUV
290973,Truck/SUV
304109,Truck/SUV
304109,Truck/SUV
294057,Two-Wheeled
294057,Passenger Vehicle
299497,Passenger Vehicle
291382,Passenger Vehicle
291382,Passenger Vehicle
300191,Passenger Vehicle
300191,Passenger Vehicle
296562,Passenger Vehicle
295038,Passenger Vehicle
295038,Passenger Vehicle
303034,Passenger Vehicle
303034,Truck/SUV
302769,Passenger Vehicle
302769,Truck/SUV
295779,Truck/SUV
295779,Passenger Vehicle
299797,Passenger Vehicle
299797,Not Stated
299738,Passenger Vehicle
299738,Not Stated
303029,Passenger Vehicle
292758,Passenger Vehicle
303029,Truck/SUV
302481,Passenger Vehicle
302481,Truck/SUV
303304,Truck/SUV
303304,Passenger Vehicle
294019,Passenger Vehicle
294019,Passenger Vehicle
292758,Truck/SUV
293042,Passenger Vehicle
293042,Not Stated
291478,Truck/SUV
291478,Not Stated
300068,Truck/SUV
300068,Truck/SUV
293868,Truck/SUV
302523,Passenger Vehicle
302523,Passenger Vehicle
303404,Truck/SUV
303404,Two-Wheeled
301561,Passenger Vehicle
301561,Other
301776,Passenger Vehicle
301776,Not Stated
303099,Truck/SUV
303099,Passenger Vehicle
301163,Passenger Vehicle
301163,Passenger Vehicle
300772,Truck/SUV
300772,Truck/SUV
303190,Truck/SUV
303190,Passenger Vehicle
300773,Truck/SUV
303063,Passenger Vehicle
303063,Passenger Vehicle
302503,Truck/SUV
302503,Commercial Trucks
303219,Passenger Vehicle
303219,Passenger Vehicle
303110,Truck/SUV
303110,Passenger Vehicle
303379,Passenger Vehicle
303379,Passenger Vehicle
300795,Passenger Vehicle
300795,Passenger Vehicle
300764,Truck/SUV
300764,Not Stated
300909,Passenger Vehicle
300909,Not Stated
301679,Passenger Vehicle
301679,Passenger Vehicle
301454,Passenger Vehicle
301454,Truck/SUV
301454,Truck/SUV
301454,Passenger Vehicle
301305,Passenger Vehicle
301305,Passenger Vehicle
302585,Truck/SUV
302585,Passenger Vehicle
302566,Commercial Trucks
302566,Passenger Vehicle
302061,Passenger Vehicle
302061,Truck/SUV
300935,Two-Wheeled
300935,Truck/SUV
303047,Passenger Vehicle
303047,Truck/SUV
300960,Passenger Vehicle
300960,Passenger Vehicle
301168,Passenger Vehicle
301168,Passenger Vehicle
301298,Truck/SUV
301298,Passenger Vehicle
301298,Passenger Vehicle
301777,Passenger Vehicle
303447,Truck/SUV
303447,Passenger Vehicle
303253,Truck/SUV
303253,Passenger Vehicle
300930,Truck/SUV
303539,Passenger Vehicle
303539,Truck/SUV
303536,Passenger Vehicle
303423,Passenger Vehicle
303423,Passenger Vehicle
303423,Passenger Vehicle
303423,Passenger Vehicle
303423,Truck/SUV
303186,Passenger Vehicle
303186,Truck/SUV
300890,Passenger Vehicle
300890,Two-Wheeled
303402,Passenger Vehicle
303402,Two-Wheeled
303773,Passenger Vehicle
303773,Two-Wheeled
303760,Truck/SUV
303760,Truck/SUV
302124,Truck/SUV
302124,Buses
301795,Not Stated
301795,Passenger Vehicle
303763,Truck/SUV
303763,Truck/SUV
303763,Truck/SUV
300600,Passenger Vehicle
300600,Truck/SUV
303765,Passenger Vehicle
303765,Passenger Vehicle
303962,Truck/SUV
303962,Truck/SUV
301769,Passenger Vehicle
301769,Passenger Vehicle
301769,Truck/SUV
303791,Passenger Vehicle
303791,Two-Wheeled
301259,Passenger Vehicle
303102,Not Stated
303102,Truck/SUV
300657,Truck/SUV
300657,Passenger Vehicle
303082,Truck/SUV
303082,Passenger Vehicle
303344,Truck/SUV
303344,Truck/SUV
303344,Truck/SUV
303983,Passenger Vehicle
303983,Truck/SUV
302619,Truck/SUV
302619,Truck/SUV
303051,Passenger Vehicle
303051,Passenger Vehicle
302946,Passenger Vehicle
302946,Not Stated
303044,Passenger Vehicle
303044,Passenger Vehicle
303532,Passenger Vehicle
303532,Truck/SUV
303964,Truck/SUV
303583,Truck/SUV
303583,Passenger Vehicle
300916,Passenger Vehicle
300916,Truck/SUV
302559,Passenger Vehicle
302559,Truck/SUV
303041,Passenger Vehicle
303041,Passenger Vehicle
303041,Commercial Trucks
301581,Truck/SUV
301581,Passenger Vehicle
301110,Passenger Vehicle
301110,Truck/SUV
303767,Passenger Vehicle
303767,Passenger Vehicle
301162,Commercial Trucks
291682,Passenger Vehicle
301162,Passenger Vehicle
303352,Buses
303352,Truck/SUV
302053,Passenger Vehicle
301781,Passenger Vehicle
301781,Passenger Vehicle
301580,Truck/SUV
301817,Passenger Vehicle
303071,Passenger Vehicle
303071,Passenger Vehicle
303071,Passenger Vehicle
300897,Commercial Trucks
301258,Passenger Vehicle
300897,Not Stated
302641,Truck/SUV
302641,Not Stated
302517,Passenger Vehicle
302517,Commercial Trucks
303067,Passenger Vehicle
303937,Passenger Vehicle
303937,Passenger Vehicle
301460,Truck/SUV
301460,Passenger Vehicle
300975,Truck/SUV
303230,Passenger Vehicle
303230,Other
301018,Truck/SUV
301102,Passenger Vehicle
301102,Passenger Vehicle
301787,Passenger Vehicle
301787,Not Stated
302843,Truck/SUV
301135,Passenger Vehicle
301135,Passenger Vehicle
300805,Passenger Vehicle
303920,Truck/SUV
303920,Truck/SUV
301567,Truck/SUV
301567,Passenger Vehicle
301422,Passenger Vehicle
301422,Passenger Vehicle
300779,Truck/SUV
300779,Passenger Vehicle
303793,Truck/SUV
303793,Passenger Vehicle
303976,Truck/SUV
303976,Truck/SUV
300599,Passenger Vehicle
300599,Not Stated
300972,Passenger Vehicle
300972,Commercial Trucks
303265,Truck/SUV
303265,Two-Wheeled
301633,Truck/SUV
302642,Truck/SUV
302642,Truck/SUV
303040,Passenger Vehicle
303040,Truck/SUV
303617,Passenger Vehicle
303617,Passenger Vehicle
300790,Truck/SUV
300790,Passenger Vehicle
302024,Truck/SUV
301677,Passenger Vehicle
301677,Passenger Vehicle
301458,Truck/SUV
301458,Truck/SUV
303549,Passenger Vehicle
301098,Passenger Vehicle
301098,Passenger Vehicle
301098,Passenger Vehicle
303039,Passenger Vehicle
303039,Passenger Vehicle
301263,Passenger Vehicle
301263,Truck/SUV
301017,Passenger Vehicle
301017,Truck/SUV
302886,Passenger Vehicle
302886,Passenger Vehicle
302886,Not Stated
302709,Truck/SUV
302709,Not Stated
301837,Truck/SUV
301837,Passenger Vehicle
301425,Passenger Vehicle
301425,Passenger Vehicle
302050,Truck/SUV
302050,Truck/SUV
303601,Passenger Vehicle
303601,Passenger Vehicle
303077,Passenger Vehicle
303685,Passenger Vehicle
303685,Passenger Vehicle
301310,Passenger Vehicle
301310,Truck/SUV
303261,Passenger Vehicle
303261,Passenger Vehicle
301156,Truck/SUV
301156,Truck/SUV
301156,Truck/SUV
302519,Passenger Vehicle
302519,Passenger Vehicle
303037,Truck/SUV
303037,Passenger Vehicle
300792,Passenger Vehicle
301143,Passenger Vehicle
301143,Truck/SUV
302560,Truck/SUV
302560,Truck/SUV
301287,Truck/SUV
301287,Truck/SUV
301768,Passenger Vehicle
301768,Truck/SUV
303045,Passenger Vehicle
303045,Truck/SUV
303045,Passenger Vehicle
303045,Passenger Vehicle
303045,Passenger Vehicle
303354,Passenger Vehicle
303354,Passenger Vehicle
300803,Passenger Vehicle
303585,Truck/SUV
303585,Truck/SUV
300806,Truck/SUV
300806,Truck/SUV
300806,Truck/SUV
303797,Passenger Vehicle
303797,Truck/SUV
303797,Truck/SUV
300889,Truck/SUV
300889,Truck/SUV
301798,Truck/SUV
301798,Passenger Vehicle
301798,Truck/SUV
303414,Passenger Vehicle
303414,Truck/SUV
303224,Passenger Vehicle
303657,Passenger Vehicle
302898,Truck/SUV
302898,Not Stated
303957,Passenger Vehicle
303957,Passenger Vehicle
303957,Passenger Vehicle
303957,Passenger Vehicle
300942,Two-Wheeled
300942,Passenger Vehicle
300963,Truck/SUV
300963,Passenger Vehicle
300963,Passenger Vehicle
303582,Truck/SUV
303582,Not Stated
303911,Commercial Trucks
303908,Passenger Vehicle
303908,Not Stated
301778,Passenger Vehicle
301778,Passenger Vehicle
301099,Truck/SUV
301099,Passenger Vehicle
303035,Passenger Vehicle
303035,Truck/SUV
303115,Truck/SUV
300874,Passenger Vehicle
303684,Truck/SUV
303684,Truck/SUV
303677,Truck/SUV
300758,Passenger Vehicle
300697,Passenger Vehicle
300697,Passenger Vehicle
303776,Truck/SUV
303776,Passenger Vehicle
303682,Passenger Vehicle
303682,Passenger Vehicle
302901,Truck/SUV
302901,Passenger Vehicle
303274,Passenger Vehicle
303274,Passenger Vehicle
300892,Passenger Vehicle
300892,Passenger Vehicle
302123,Passenger Vehicle
302123,Passenger Vehicle
302123,Passenger Vehicle
301311,Passenger Vehicle
301311,Passenger Vehicle
301311,Truck/SUV
302121,Passenger Vehicle
302121,Not Stated
301796,Truck/SUV
301796,Commercial Trucks
303938,Passenger Vehicle
303938,Passenger Vehicle
303449,Truck/SUV
303449,Truck/SUV
303378,Passenger Vehicle
303378,Truck/SUV
302841,Truck/SUV
302841,Not Stated
301170,Passenger Vehicle
301170,Passenger Vehicle
301820,Passenger Vehicle
301820,Passenger Vehicle
301820,Not Stated
303229,Truck/SUV
303229,Passenger Vehicle
303803,Truck/SUV
303803,Buses
303820,Passenger Vehicle
303820,Passenger Vehicle
303768,Passenger Vehicle
303768,Passenger Vehicle
302710,Truck/SUV
302710,Not Stated
302916,Passenger Vehicle
302916,Truck/SUV
301626,Other
301626,Passenger Vehicle
301626,Truck/SUV
304117,Passenger Vehicle
304117,Truck/SUV
303581,Passenger Vehicle
303823,Truck/SUV
303823,Passenger Vehicle
300917,Truck/SUV
303355,Passenger Vehicle
303355,Passenger Vehicle
303076,Truck/SUV
300739,Passenger Vehicle
300739,Passenger Vehicle
303446,Commercial Trucks
303446,Passenger Vehicle
301349,Passenger Vehicle
301349,Two-Wheeled
303105,Passenger Vehicle
303105,Truck/SUV
302677,Truck/SUV
302677,Truck/SUV
302122,Passenger Vehicle
302122,Passenger Vehicle
301470,Truck/SUV
301470,Truck/SUV
301470,Passenger Vehicle
300875,Truck/SUV
300875,Truck/SUV
303563,Truck/SUV
301139,Truck/SUV
301139,Truck/SUV
301153,Truck/SUV
301153,Passenger Vehicle
300777,Passenger Vehicle
300777,Truck/SUV
303364,Passenger Vehicle
303364,Passenger Vehicle
303241,Passenger Vehicle
303241,Passenger Vehicle
302131,Truck/SUV
301469,Passenger Vehicle
301469,Passenger Vehicle
303369,Passenger Vehicle
303369,Truck/SUV
303369,Truck/SUV
303369,Truck/SUV
303036,Passenger Vehicle
303036,Passenger Vehicle
301299,Passenger Vehicle
303415,Truck/SUV
303062,Truck/SUV
303415,Passenger Vehicle
303062,Passenger Vehicle
301297,Commercial Trucks
291682,Not Stated
301276,Commercial Trucks
303267,Passenger Vehicle
293980,Passenger Vehicle
303267,Passenger Vehicle
293980,Passenger Vehicle
302082,Passenger Vehicle
303512,Truck/SUV
303058,Truck/SUV
302082,Truck/SUV
297637,Truck/SUV
303058,Passenger Vehicle
300893,Passenger Vehicle
297637,Passenger Vehicle
300893,Not Stated
301554,Two-Wheeled
303528,Passenger Vehicle
303528,Truck/SUV
300761,Not Stated
303058,Truck/SUV
292817,Not Stated
301443,Truck/SUV
302569,Truck/SUV
292817,Passenger Vehicle
301443,Passenger Vehicle
302657,Truck/SUV
301443,Truck/SUV
290344,Passenger Vehicle
302657,Passenger Vehicle
302129,Passenger Vehicle
290344,Passenger Vehicle
302129,Truck/SUV
296340,Passenger Vehicle
301862,Passenger Vehicle
291477,Passenger Vehicle
291477,Passenger Vehicle
300264,Truck/SUV
300264,Passenger Vehicle
293609,Passenger Vehicle
293609,Passenger Vehicle
299378,Truck/SUV
299378,Two-Wheeled
299378,Passenger Vehicle
299378,Not Stated
302297,Passenger Vehicle
302297,Passenger Vehicle
292360,Passenger Vehicle
292360,Truck/SUV
303778,Passenger Vehicle
298137,Truck/SUV
298137,Truck/SUV
301059,Truck/SUV
301059,Truck/SUV
291185,Passenger Vehicle
291185,Passenger Vehicle
291479,Passenger Vehicle
291479,Commercial Trucks
291345,Truck/SUV
291345,Not Stated
293398,Passenger Vehicle
293398,Truck/SUV
297628,Truck/SUV
297628,Passenger Vehicle
301520,Truck/SUV
301520,Truck/SUV
290318,Passenger Vehicle
290318,Truck/SUV
294929,Passenger Vehicle
294929,Passenger Vehicle
290940,Passenger Vehicle
290940,Not Stated
292359,Two-Wheeled
292359,Passenger Vehicle
299837,Passenger Vehicle
299837,Passenger Vehicle
299837,Passenger Vehicle
298158,Buses
298158,Truck/SUV
298158,Truck/SUV
300271,Passenger Vehicle
300271,Passenger Vehicle
300872,Two-Wheeled
300872,Passenger Vehicle
294081,Truck/SUV
294081,Truck/SUV
292022,Other
292022,Passenger Vehicle
299759,Passenger Vehicle
299759,Passenger Vehicle
301897,Passenger Vehicle
301897,Truck/SUV
294495,Passenger Vehicle
294495,Not Stated
298577,Passenger Vehicle
298577,Truck/SUV
302277,Not Stated
302277,Passenger Vehicle
293639,Passenger Vehicle
299897,Passenger Vehicle
299897,Passenger Vehicle
297632,Passenger Vehicle
292578,Passenger Vehicle
292578,Passenger Vehicle
299103,Passenger Vehicle
297642,Truck/SUV
297642,Truck/SUV
293959,Passenger Vehicle
293959,Passenger Vehicle
301750,Truck/SUV
301750,Truck/SUV
291492,Commercial Trucks
291492,Truck/SUV
290779,Passenger Vehicle
290779,Passenger Vehicle
294173,Truck/SUV
303326,Truck/SUV
296644,Passenger Vehicle
296644,Commercial Trucks
298018,Truck/SUV
298018,Passenger Vehicle
299557,Passenger Vehicle
299557,Passenger Vehicle
299557,Passenger Vehicle
299557,Passenger Vehicle
297358,Passenger Vehicle
297358,Truck/SUV
300069,Passenger Vehicle
300069,Truck/SUV
301898,Passenger Vehicle
301898,Passenger Vehicle
293874,Passenger Vehicle
293874,Truck/SUV
292388,Truck/SUV
301990,Passenger Vehicle
301990,Not Stated
300103,Passenger Vehicle
300103,Truck/SUV
303173,Passenger Vehicle
303173,Passenger Vehicle
295737,Passenger Vehicle
295737,Truck/SUV
301380,Passenger Vehicle
301380,Passenger Vehicle
291440,Truck/SUV
292357,Passenger Vehicle
292357,Passenger Vehicle
298445,Truck/SUV
298445,Passenger Vehicle
301226,Truck/SUV
301226,Truck/SUV
303170,Passenger Vehicle
295697,Passenger Vehicle
295697,Truck/SUV
299540,Truck/SUV
301717,Passenger Vehicle
295512,Passenger Vehicle
295512,Passenger Vehicle
299239,Passenger Vehicle
297337,Passenger Vehicle
297337,Passenger Vehicle
301524,Passenger Vehicle
301524,Passenger Vehicle
290458,Passenger Vehicle
290458,Passenger Vehicle
292356,Truck/SUV
292356,Passenger Vehicle
292358,Passenger Vehicle
304018,Passenger Vehicle
304018,Not Stated
303522,Passenger Vehicle
303522,Truck/SUV
301070,Truck/SUV
301070,Passenger Vehicle
299238,Passenger Vehicle
290500,Two-Wheeled
290500,Truck/SUV
295147,Commercial Trucks
301378,Passenger Vehicle
301378,Passenger Vehicle
301937,Truck/SUV
301937,Truck/SUV
301938,Two-Wheeled
301938,Passenger Vehicle
299646,Passenger Vehicle
299646,Passenger Vehicle
293649,Passenger Vehicle
293649,Passenger Vehicle
295618,Passenger Vehicle
295618,Truck/SUV
295618,Commercial Trucks
300575,Passenger Vehicle
300575,Passenger Vehicle
297917,Passenger Vehicle
297917,Other
294926,Truck/SUV
294926,Passenger Vehicle
292078,Passenger Vehicle
292078,Commercial Trucks
290965,Passenger Vehicle
290965,Passenger Vehicle
290965,Passenger Vehicle
290965,Passenger Vehicle
290965,Passenger Vehicle
301986,Passenger Vehicle
295511,Truck/SUV
295511,Truck/SUV
294809,Passenger Vehicle
294809,Not Stated
294158,Truck/SUV
294158,Not Stated
301522,Truck/SUV
301522,Passenger Vehicle
301522,Truck/SUV
301522,Passenger Vehicle
290477,Passenger Vehicle
290477,Passenger Vehicle
299158,Passenger Vehicle
299158,Passenger Vehicle
301552,Passenger Vehicle
301552,Passenger Vehicle
290649,Passenger Vehicle
290649,Passenger Vehicle
300275,Truck/SUV
300275,Passenger Vehicle
294117,Passenger Vehicle
294117,Commercial Trucks
300179,Truck/SUV
300179,Passenger Vehicle
301240,Truck/SUV
301240,Passenger Vehicle
301223,Passenger Vehicle
301223,Passenger Vehicle
291488,Passenger Vehicle
291488,Truck/SUV
291488,Passenger Vehicle
291387,Passenger Vehicle
291387,Passenger Vehicle
291387,Passenger Vehicle
295818,Passenger Vehicle
295818,Not Stated
303731,Passenger Vehicle
303731,Truck/SUV
295057,Not Stated
295057,Truck/SUV
292355,Truck/SUV
292355,Truck/SUV
291537,Truck/SUV
291537,Not Stated
298462,Truck/SUV
298462,Two-Wheeled
295598,Commercial Trucks
295598,Passenger Vehicle
301752,Passenger Vehicle
293665,Passenger Vehicle
293665,Passenger Vehicle
296377,Truck/SUV
296377,Passenger Vehicle
293198,Passenger Vehicle
293199,Not Stated
293199,Passenger Vehicle
295037,Truck/SUV
295037,Passenger Vehicle
295507,Passenger Vehicle
295507,Truck/SUV
301377,Passenger Vehicle
292037,Truck/SUV
292037,Passenger Vehicle
290223,Truck/SUV
290223,Truck/SUV
294922,Truck/SUV
294922,Commercial Trucks
294058,Truck/SUV
294058,Passenger Vehicle
291181,Passenger Vehicle
296563,Passenger Vehicle
296563,Passenger Vehicle
294492,Passenger Vehicle
294492,Commercial Trucks
298081,Passenger Vehicle
298081,Passenger Vehicle
290238,Truck/SUV
290238,Passenger Vehicle
303318,Passenger Vehicle
300578,Truck/SUV
293217,Passenger Vehicle
293217,Commercial Trucks
291307,Truck/SUV
291307,Truck/SUV
294546,Two-Wheeled
293477,Truck/SUV
293477,Truck/SUV
296538,Passenger Vehicle
294484,Truck/SUV
294484,Truck/SUV
294484,Truck/SUV
291398,Truck/SUV
291398,Passenger Vehicle
291398,Passenger Vehicle
303154,Truck/SUV
303154,Passenger Vehicle
300266,Truck/SUV
300266,Not Stated
304037,Truck/SUV
304037,Passenger Vehicle
304037,Truck/SUV
291597,Truck/SUV
295337,Passenger Vehicle
295337,Not Stated
293859,Passenger Vehicle
293859,Not Stated
291196,Truck/SUV
291196,Passenger Vehicle
296480,Commercial Trucks
301548,Truck/SUV
301548,Truck/SUV
296639,Passenger Vehicle
296639,Truck/SUV
296639,Passenger Vehicle
292059,Truck/SUV
302778,Passenger Vehicle
302778,Passenger Vehicle
293862,Passenger Vehicle
293862,Passenger Vehicle
297602,Passenger Vehicle
297602,Not Stated
296658,Passenger Vehicle
296658,Truck/SUV
299739,Passenger Vehicle
299739,Commercial Trucks
299648,Passenger Vehicle
299648,Two-Wheeled
292379,Passenger Vehicle
296519,Passenger Vehicle
296519,Truck/SUV
292517,Truck/SUV
292517,Passenger Vehicle
292517,Truck/SUV
294806,Passenger Vehicle
294806,Passenger Vehicle
297629,Truck/SUV
297629,Truck/SUV
300072,Passenger Vehicle
300072,Passenger Vehicle
301521,Passenger Vehicle
301521,Passenger Vehicle
295819,Passenger Vehicle
295819,Truck/SUV
302777,Passenger Vehicle
302777,Passenger Vehicle
302201,Truck/SUV
302201,Not Stated
299255,Passenger Vehicle
299255,Truck/SUV
296617,Commercial Trucks
296617,Passenger Vehicle
298082,Truck/SUV
298082,Passenger Vehicle
300270,Passenger Vehicle
300270,Passenger Vehicle
293979,Not Stated
293979,Passenger Vehicle
290777,Passenger Vehicle
290777,Truck/SUV
290777,Truck/SUV
290777,Passenger Vehicle
290777,Truck/SUV
290777,Truck/SUV
290777,Commercial Trucks
290498,Passenger Vehicle
290498,Passenger Vehicle
290345,Truck/SUV
290345,Passenger Vehicle
296661,Passenger Vehicle
296661,Passenger Vehicle
297298,Truck/SUV
297298,Passenger Vehicle
297298,Truck/SUV
292158,Passenger Vehicle
292158,Passenger Vehicle
303725,Truck/SUV
303725,Truck/SUV
300100,Truck/SUV
300100,Truck/SUV
293457,Passenger Vehicle
293457,Passenger Vehicle
299559,Passenger Vehicle
299559,Passenger Vehicle
293602,Passenger Vehicle
295638,Truck/SUV
295638,Passenger Vehicle
299180,Passenger Vehicle
299180,Passenger Vehicle
294924,Passenger Vehicle
294924,Truck/SUV
293517,Passenger Vehicle
293517,Passenger Vehicle
290962,Passenger Vehicle
290962,Passenger Vehicle
291385,Truck/SUV
303720,Truck/SUV
303720,Truck/SUV
301720,Passenger Vehicle
301720,Passenger Vehicle
291490,Truck/SUV
302280,Truck/SUV
302280,Passenger Vehicle
302985,Truck/SUV
302985,Passenger Vehicle
294037,Passenger Vehicle
290818,Truck/SUV
294037,Not Stated
295151,Passenger Vehicle
295151,Passenger Vehicle
298297,Passenger Vehicle
298297,Passenger Vehicle
301064,Passenger Vehicle
301064,Truck/SUV
294179,Passenger Vehicle
294179,Not Stated
291893,Truck/SUV
291893,Not Stated
301862,Passenger Vehicle
290818,Passenger Vehicle
302038,Truck/SUV
293458,Truck/SUV
293458,Not Stated
303260,Truck/SUV
300098,Truck/SUV
300098,Truck/SUV
303778,Commercial Trucks
303260,Passenger Vehicle
303517,Passenger Vehicle
301126,Truck/SUV
303517,Truck/SUV
301680,Commercial Trucks
301126,Passenger Vehicle
300865,Passenger Vehicle
301172,Truck/SUV
300865,Commercial Trucks
301172,Passenger Vehicle
299475,Passenger Vehicle
301464,Passenger Vehicle
303116,Truck/SUV
299475,Passenger Vehicle
301464,Truck/SUV
302883,Passenger Vehicle
299475,Passenger Vehicle
301560,Passenger Vehicle
302883,Truck/SUV
294177,Truck/SUV
301560,Truck/SUV
302852,Not Stated
301090,Passenger Vehicle
302852,Truck/SUV
294177,Truck/SUV
301090,Passenger Vehicle
301340,Truck/SUV
300101,Passenger Vehicle
300995,Truck/SUV
301340,Truck/SUV
295437,Commercial Trucks
300995,Passenger Vehicle
301257,Passenger Vehicle
295437,Passenger Vehicle
302699,Passenger Vehicle
290837,Truck/SUV
302699,Truck/SUV
290837,Truck/SUV
303896,Passenger Vehicle
301793,Passenger Vehicle
290837,Truck/SUV
303896,Passenger Vehicle
301793,Truck/SUV
301082,Passenger Vehicle
302099,Passenger Vehicle
301793,Passenger Vehicle
301082,Truck/SUV
302099,Passenger Vehicle
292238,Truck/SUV
301794,Passenger Vehicle
303977,Passenger Vehicle
292238,Passenger Vehicle
301794,Truck/SUV
303977,Truck/SUV
303163,Passenger Vehicle
303806,Truck/SUV
303405,Truck/SUV
303163,Passenger Vehicle
303806,Passenger Vehicle
303405,Passenger Vehicle
293610,Truck/SUV
301573,Passenger Vehicle
293610,Passenger Vehicle
301573,Passenger Vehicle
303806,Truck/SUV
297297,Passenger Vehicle
301573,Passenger Vehicle
303106,Truck/SUV
297297,Commercial Trucks
301573,Not Stated
303106,Passenger Vehicle
297645,Passenger Vehicle
301101,Passenger Vehicle
303910,Truck/SUV
301101,Not Stated
300787,Truck/SUV
301158,Buses
297645,Truck/SUV
300787,Passenger Vehicle
301158,Passenger Vehicle
292797,Passenger Vehicle
303594,Truck/SUV
292797,Passenger Vehicle
303796,Passenger Vehicle
303586,Passenger Vehicle
299108,Passenger Vehicle
303796,Truck/SUV
303796,Passenger Vehicle
299108,Passenger Vehicle
303066,Truck/SUV
303586,Passenger Vehicle
293044,Passenger Vehicle
303066,Two-Wheeled
302856,Truck/SUV
293044,Two-Wheeled
303066,Passenger Vehicle
302856,Passenger Vehicle
301399,Passenger Vehicle
303800,Passenger Vehicle
303788,Passenger Vehicle
301399,Passenger Vehicle
303788,Truck/SUV
303888,Passenger Vehicle
303788,Passenger Vehicle
303800,Passenger Vehicle
303888,Truck/SUV
301407,Truck/SUV
303373,Passenger Vehicle
302797,Passenger Vehicle
301407,Truck/SUV
302880,Passenger Vehicle
302797,Passenger Vehicle
301407,Passenger Vehicle
302880,Truck/SUV
290538,Passenger Vehicle
303577,Truck/SUV
290538,Truck/SUV
303577,Truck/SUV
301407,Truck/SUV
290538,Passenger Vehicle
301308,Truck/SUV
300891,Truck/SUV
290538,Passenger Vehicle
301308,Buses
300891,Not Stated
291892,Passenger Vehicle
303769,Truck/SUV
291892,Truck/SUV
303769,Passenger Vehicle
300139,Passenger Vehicle
301318,Passenger Vehicle
303769,Passenger Vehicle
298837,Truck/SUV
301318,Passenger Vehicle
301161,Passenger Vehicle
298837,Not Stated
303237,Passenger Vehicle
301161,Passenger Vehicle
290249,Passenger Vehicle
303237,Truck/SUV
301161,Passenger Vehicle
303237,Not Stated
303945,Passenger Vehicle
301468,Passenger Vehicle
290249,Passenger Vehicle
303945,Passenger Vehicle
301468,Not Stated
291757,Truck/SUV
302080,Passenger Vehicle
303535,Passenger Vehicle
291757,Passenger Vehicle
302080,Truck/SUV
303535,Passenger Vehicle
292013,Passenger Vehicle
302618,Passenger Vehicle
292013,Passenger Vehicle
302618,Not Stated
296558,Truck/SUV
301171,Passenger Vehicle
303942,Truck/SUV
296558,Passenger Vehicle
301171,Passenger Vehicle
303942,Not Stated
292637,Truck/SUV
302638,Truck/SUV
301424,Two-Wheeled
292637,Passenger Vehicle
302638,Passenger Vehicle
303109,Truck/SUV
301316,Commercial Trucks
303109,Truck/SUV
301316,Passenger Vehicle
300099,Commercial Trucks
303109,Truck/SUV
303073,Truck/SUV
290437,Passenger Vehicle
301779,Passenger Vehicle
303073,Truck/SUV
290437,Truck/SUV
301566,Passenger Vehicle
301134,Truck/SUV
301566,Truck/SUV
304097,Passenger Vehicle
301457,Passenger Vehicle
301575,Passenger Vehicle
304097,Truck/SUV
301457,Passenger Vehicle
301575,Passenger Vehicle
296462,Passenger Vehicle
302059,Passenger Vehicle
303259,Not Stated
303502,Two-Wheeled
302059,Passenger Vehicle
303502,Passenger Vehicle
302060,Passenger Vehicle
296647,Truck/SUV
301568,Truck/SUV
303070,Passenger Vehicle
296647,Passenger Vehicle
301568,Passenger Vehicle
301644,Truck/SUV
303327,Passenger Vehicle
300781,Passenger Vehicle
301644,Commercial Trucks
303327,Truck/SUV
300781,Truck/SUV
301761,Truck/SUV
301315,Passenger Vehicle
301761,Passenger Vehicle
301315,Truck/SUV
298437,Passenger Vehicle
301091,Passenger Vehicle
300602,Passenger Vehicle
298437,Passenger Vehicle
300807,Truck/SUV
303248,Truck/SUV
304096,Commercial Trucks
301466,Passenger Vehicle
303248,Passenger Vehicle
304096,Passenger Vehicle
303805,Truck/SUV
290342,Passenger Vehicle
303805,Passenger Vehicle
301466,Passenger Vehicle
298537,Passenger Vehicle
303814,Truck/SUV
303233,Truck/SUV
298537,Truck/SUV
303814,Passenger Vehicle
303233,Passenger Vehicle
298537,Passenger Vehicle
303380,Passenger Vehicle
302023,Passenger Vehicle
303380,Truck/SUV
302023,Truck/SUV
300943,Truck/SUV
294417,Truck/SUV
304116,Truck/SUV
300943,Passenger Vehicle
294417,Passenger Vehicle
304116,Passenger Vehicle
